country,city,hotel_name,hotel_address
Italy,Milan,Qualys Hotel Nasco,Corso Sempione 69 Fiera Milano City 20149 Milan Italy
Italy,Milan,Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy
Italy,Milan,Room Mate Giulia,Silvio Pellico 4 Milan City Center 20121 Milan Italy
Italy,Milan,Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy
Italy,Milan,STRAF a Member of Design Hotels ,Via San Raffaele 3 Milan City Center 20121 Milan Italy
Italy,Milan,Sina De La Ville,Via Hoepli 6 Milan City Center 20121 Milan Italy
Italy,Milan,Sina The Gray,Via San Raffaele 6 Milan City Center 20121 Milan Italy
Italy,Milan,Starhotels Anderson,Piazza Luigi di Savoia 20 Central Station 20124 Milan Italy
Italy,Milan,Starhotels Business Palace,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy
Italy,Milan,Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy
Italy,Milan,Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy
Italy,Milan,The Hub Hotel,Via Privata Polonia 10 20157 Milan Italy
Italy,Milan,The Square Milano Duomo,Via Albricci 2 4 Milan City Center 20122 Milan Italy
Italy,Milan,The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy
Italy,Milan,TownHouse Duomo,Via Silvio Pellico 2 Milan City Center 20121 Milan Italy
Italy,Milan,UNA Hotel Cusani,Via Cusani 13 Milan City Center 20121 Milan Italy
Italy,Milan,Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy
Italy,Milan,Worldhotel Cristoforo Colombo,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy
