country,city,hotel_name,hotel_address
France,Paris,Little Palace Hotel,4 rue Salomon de Caus 3rd arr 75003 Paris France
France,Paris,Madeleine Plaza,33 place de la Madeleine 8th arr 75008 Paris France
France,Paris,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,3 avenue Mac Mahon 17th arr 75017 Paris France
France,Paris,Maison Souquet,10 rue de Bruxelles 9th arr 75009 Paris France
France,Paris,Majestic Hotel Spa,30 Rue La P rouse 16th arr 75016 Paris France
France,Paris,Mercure Paris 19 Philharmonie La Villette,216 Avenue Jean Jaures 19th arr 75019 Paris France
France,Paris,Mercure Paris Alesia,185 Boulevard Brune 14th arr 75014 Paris France
France,Paris,Mercure Paris Arc de Triomphe Etoile,27 avenue des Ternes 17th arr 75017 Paris France
France,Paris,Mercure Paris Bastille Marais,53 Rue Richard Lenoir 11th arr 75011 Paris France
France,Paris,Mercure Paris Centre Tour Eiffel,20 Rue Jean Rey 15th arr 75015 Paris France
France,Paris,Mercure Paris Gare De Lyon TGV,2 place Louis Armand 12th arr 75012 Paris France
France,Paris,Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France
France,Paris,Mercure Paris Montparnasse Raspail,207 Boulevard Raspail 14th arr 75014 Paris France
France,Paris,Mercure Paris Notre Dame Saint Germain des Pr s,20 rue du Sommerard 5th arr 75005 Paris France
France,Paris,Mercure Paris Op ra Faubourg Montmartre,5 Rue de Montyon 9th arr 75009 Paris France
France,Paris,Mercure Paris Opera Garnier,4 Rue de L Isly 8th arr 75008 Paris France
France,Paris,Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France
France,Paris,Mercure Paris Terminus Nord,21 rue de Dunkerque 10th arr 75010 Paris France
France,Paris,Mill sime H tel,15 Rue Jacob 6th arr 75006 Paris France
France,Paris,Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009 Paris France
France,Paris,Montfleuri,21 Avenue De La Grande Arm e 16th arr 75016 Paris France
France,Paris,My Home In Paris,5 Rue De Malte 11th arr 75011 Paris France
France,Paris,Napoleon Paris,40 avenue de Friedland 8th arr 75008 Paris France
France,Paris,Newhotel Roblin,6 rue Chauveau Lagarde 8th arr 75008 Paris France
France,Paris,Nolinski Paris,16 Avenue de l Opera 1st arr 75001 Paris France
France,Paris,Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012 Paris France
France,Paris,Novotel Paris Centre Gare Montparnasse,17 Rue Du Cotentin 15th arr 75015 Paris France
France,Paris,Novotel Paris Centre Tour Eiffel,61 Quai De Grenelle 15th arr 75015 Paris France
France,Paris,Novotel Paris Gare De Lyon,2 Rue Hector Malot 12th arr 75012 Paris France
France,Paris,Novotel Paris Les Halles,8 Place Marguerite de Navarre 1st arr 75001 Paris France
France,Paris,Novotel Paris Vaugirard Montparnasse,257 Rue De Vaugirard 15th arr 75015 Paris France
France,Paris,Novotel Suites Paris Expo Porte de Versailles,4 Boulevard Brune 14th arr 75014 Paris France
France,Paris,Novotel Suites Paris Montreuil Vincennes,22 Avenue du professeur lemierre 20th arr 75020 Paris France
France,Paris,Novotel Suites Paris Nord 18 me,1 Impasse Marteau 18th arr 75018 Paris France
France,Paris,Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015 Paris France
France,Paris,Okko Hotels Paris Porte De Versailles,2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France
France,Paris,Paris Marriott Opera Ambassador Hotel,16 boulevard Haussmann 9th arr 75009 Paris France
France,Paris,Park Hyatt Paris Vendome,5 rue de la Paix 2nd arr 75002 Paris France
France,Paris,Phileas Hotel,24 Rue d Amsterdam 9th arr 75009 Paris France
France,Paris,Platine Hotel Spa,20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France
France,Paris,Pullman Paris Centre Bercy,1 Rue De Libourne 12th arr 75012 Paris France
France,Paris,Pullman Paris Montparnasse,19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France
France,Paris,Pullman Paris Tour Eiffel,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France
France,Paris,R Kipling by Happyculture,65 rue Blanche 9th arr 75009 Paris France
France,Paris,Relais Christine,3 Rue Christine 6th arr 75006 Paris France
France,Paris,Relais Du Louvre,19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France
France,Paris,Residence Henri IV,50 rue des Bernardins 5th arr 75005 Paris France
France,Paris,Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France
France,Paris,Royal Garden Champs Elysees,218 220 rue du Faubourg St Honor 8th arr 75008 Paris France
France,Paris,Royal Hotel Champs Elys es,33 avenue de Friedland 8th arr 75008 Paris France
France,Paris,Royal Saint Honore,221 Rue Saint Honore 1st arr 75001 Paris France
France,Paris,Royal Saint Michel,3 Boulevard Saint Michel 5th arr 75005 Paris France
France,Paris,Saint James Albany Paris Hotel Spa,202 rue de Rivoli 1st arr 75001 Paris France
France,Paris,Select Hotel,1 Place De La Sorbonne 5th arr 75005 Paris France
France,Paris,Seven Hotel,20 rue Berthollet 5th arr 75005 Paris France
France,Paris,Sofitel Paris Arc De Triomphe,14 Rue Beaujon 8th arr 75008 Paris France
France,Paris,Sofitel Paris Le Faubourg,15 Rue Boissy d Anglas 8th arr 75008 Paris France
France,Paris,Splendid Etoile,1 Avenue Carnot 17th arr 75017 Paris France
France,Paris,Splendide Royal Paris,18 Rue du Cirque 8th arr 75008 Paris France
France,Paris,Suites H tel Helzear Champs Elys es,49 Avenue Marceau 16th arr 75116 Paris France
France,Paris,Timhotel Op ra Blanche Fontaine,34 Rue Fontaine 9th arr 75009 Paris France
France,Paris,Vice Versa,213 rue de la Croix Nivert 15th arr 75015 Paris France
France,Paris,Villa Beaumarchais,5 rue des Arquebusiers 3rd arr 75003 Paris France
France,Paris,Villa Eugenie,167 rue de Rome 17th arr 75017 Paris France
France,Paris,Villa Montparnasse,2 Rue Boulard 14th arr 75014 Paris France
France,Paris,Villa Opera Drouot,2 rue Geoffroy Marie 9th arr 75009 Paris France
France,Paris,Villa Panth on,41 Rue Des Ecoles 5th arr 75005 Paris France
France,Paris,Villa d Estr es,17 rue g t le coeur 6th arr 75006 Paris France
France,Paris,Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France
France,Paris,Warwick Paris Former Warwick Champs Elysees ,5 rue de Berri 8th arr 75008 Paris France
France,Paris,Westside Arc de Triomphe Hotel,36 rue Pierre Demours 17th arr 75017 Paris France
France,Paris,Windsor Opera,10 Rue Gabriel Laumain 10th arr 75010 Paris France
