cql://data_exploration/hotels_by_city?start=491477742824151239&end=695485510523901982;1;0;;
cql://data_exploration/hotels_by_city?start=5011409220332245266&end=5200129492462732227;1;0;;
cql://data_exploration/hotels_by_city?start=5200129492462732227&end=5388849764593219188;1;0;;
cql://data_exploration/hotels_by_city?start=5388849764593219188&end=5577570036723706149;1;83;1:83;
cql://data_exploration/hotels_by_city?start=5577570036723706149&end=5766290308854193110;1;0;;
cql://data_exploration/hotels_by_city?start=5766290308854193110&end=5955010580984680070;1;0;;
cql://data_exploration/hotels_by_city?start=5955010580984680070&end=6143730853115167031;1;0;;
cql://data_exploration/hotels_by_city?start=6143730853115167031&end=6332451125245653992;1;0;;
cql://data_exploration/hotels_by_city?start=6332451125245653992&end=6521171397376140953;1;0;;
cql://data_exploration/hotels_by_city?start=6521171397376140953&end=6709891669506627914;1;0;;
cql://data_exploration/hotels_by_city?start=6709891669506627914&end=6898611941637114875;1;0;;
cql://data_exploration/hotels_by_city?start=6898611941637114875&end=7087332213767601836;1;0;;
cql://data_exploration/hotels_by_city?start=695485510523901982&end=863737851756732765;1;0;;
cql://data_exploration/hotels_by_city?start=7087332213767601836&end=7122291935029737461;1;0;;
cql://data_exploration/hotels_by_city?start=7122291935029737461&end=7309285106047351564;1;0;;
cql://data_exploration/hotels_by_city?start=7309285106047351564&end=7496278277064965667;1;0;;
cql://data_exploration/hotels_by_city?start=7496278277064965667&end=7683271448082579770;1;0;;
cql://data_exploration/hotels_by_city?start=7683271448082579770&end=7870264619100193873;1;0;;
cql://data_exploration/hotels_by_city?start=7870264619100193873&end=8057257790117807976;1;0;;
cql://data_exploration/hotels_by_city?start=8057257790117807976&end=8244250961135422080;1;0;;
cql://data_exploration/hotels_by_city?start=8244250961135422080&end=8435846785378532484;1;0;;
cql://data_exploration/hotels_by_city?start=83462207424649753&end=287469975124400496;1;0;;
cql://data_exploration/hotels_by_city?start=8435846785378532484&end=8627442609621642888;1;0;;
cql://data_exploration/hotels_by_city?start=8627442609621642888&end=8819038433864753292;1;72;1:72;
cql://data_exploration/hotels_by_city?start=863737851756732765&end=1031990192989563549;1;0;;
cql://data_exploration/hotels_by_city?start=8819038433864753292&end=9010634258107863697;1;0;;
cql://data_exploration/hotels_by_city?start=9010634258107863697&end=9202230082350974101;1;0;;
cql://data_exploration/hotels_by_city?start=9202230082350974101&end=-9223372036854775808;1;0;;
