cql://data_exploration/hotels_by_city?start=-1039908161700302660&end=-856035641415262326;1;0;;
cql://data_exploration/hotels_by_city?start=-120545560275100990&end=83462207424649753;1;0;;
cql://data_exploration/hotels_by_city?start=-1223780681985342994&end=-1039908161700302660;1;0;;
cql://data_exploration/hotels_by_city?start=-1407653202270383328&end=-1223780681985342994;1;0;;
cql://data_exploration/hotels_by_city?start=-1591525722555423662&end=-1407653202270383328;1;0;;
cql://data_exploration/hotels_by_city?start=-1775398242840463995&end=-1591525722555423662;1;0;;
cql://data_exploration/hotels_by_city?start=-1968261490178482158&end=-1775398242840463995;1;0;;
cql://data_exploration/hotels_by_city?start=-2161124737516500321&end=-1968261490178482158;1;0;;
cql://data_exploration/hotels_by_city?start=-2353987984854518484&end=-2161124737516500321;1;0;;
cql://data_exploration/hotels_by_city?start=-2526706293349610628&end=-2353987984854518484;1;0;;
cql://data_exploration/hotels_by_city?start=-2699424601844702771&end=-2526706293349610628;1;0;;
cql://data_exploration/hotels_by_city?start=-2872142910339794914&end=-2699424601844702771;1;0;;
cql://data_exploration/hotels_by_city?start=-304418080560141324&end=-120545560275100990;1;0;;
cql://data_exploration/hotels_by_city?start=-3044861218834887057&end=-2872142910339794914;1;0;;
cql://data_exploration/hotels_by_city?start=-3223142319896515667&end=-3044861218834887057;1;0;;
cql://data_exploration/hotels_by_city?start=-3401423420958144277&end=-3223142319896515667;1;0;;
cql://data_exploration/hotels_by_city?start=-3579704522019772887&end=-3401423420958144277;1;0;;
cql://data_exploration/hotels_by_city?start=-3757985623081401496&end=-3579704522019772887;1;0;;
cql://data_exploration/hotels_by_city?start=-3861870927914082455&end=-3757985623081401496;1;0;;
cql://data_exploration/hotels_by_city?start=-4061544239425281550&end=-3861870927914082455;1;0;;
cql://data_exploration/hotels_by_city?start=-4261217550936480645&end=-4061544239425281550;1;0;;
cql://data_exploration/hotels_by_city?start=-4460890862447679740&end=-4261217550936480645;1;0;;
cql://data_exploration/hotels_by_city?start=-4660564173958878835&end=-4460890862447679740;1;0;;
cql://data_exploration/hotels_by_city?start=-4846412929388312592&end=-4660564173958878835;1;0;;
cql://data_exploration/hotels_by_city?start=-488290600845181658&end=-304418080560141324;1;0;;
cql://data_exploration/hotels_by_city?start=-5032261684817746348&end=-4846412929388312592;1;0;;
cql://data_exploration/hotels_by_city?start=-5218110440247180104&end=-5032261684817746348;1;0;;
cql://data_exploration/hotels_by_city?start=-5403959195676613861&end=-5218110440247180104;1;0;;
cql://data_exploration/hotels_by_city?start=-5589807951106047617&end=-5403959195676613861;1;0;;
cql://data_exploration/hotels_by_city?start=-5775656706535481373&end=-5589807951106047617;1;0;;
cql://data_exploration/hotels_by_city?start=-5939300022832768141&end=-5775656706535481373;1;0;;
cql://data_exploration/hotels_by_city?start=-6102943339130054909&end=-5939300022832768141;1;0;;
cql://data_exploration/hotels_by_city?start=-6266586655427341676&end=-6102943339130054909;1;0;;
cql://data_exploration/hotels_by_city?start=-6474069571936674597&end=-6266586655427341676;1;0;;
cql://data_exploration/hotels_by_city?start=-6681552488446007518&end=-6474069571936674597;1;0;;
cql://data_exploration/hotels_by_city?start=-672163121130221992&end=-488290600845181658;1;356;1:356;
cql://data_exploration/hotels_by_city?start=-6889035404955340438&end=-6681552488446007518;1;0;;
cql://data_exploration/hotels_by_city?start=-7125409858179226356&end=-6889035404955340438;1;0;;
cql://data_exploration/hotels_by_city?start=-7361784311403112274&end=-7125409858179226356;1;0;;
cql://data_exploration/hotels_by_city?start=-7596183111370196785&end=-7361784311403112274;1;0;;
cql://data_exploration/hotels_by_city?start=-7830581911337281296&end=-7596183111370196785;1;0;;
cql://data_exploration/hotels_by_city?start=-7903343221656804684&end=-7830581911337281296;1;0;;
cql://data_exploration/hotels_by_city?start=-8094939045899915090&end=-7903343221656804684;1;0;;
cql://data_exploration/hotels_by_city?start=-8286534870143025494&end=-8094939045899915090;1;0;;
cql://data_exploration/hotels_by_city?start=-8478130694386135898&end=-8286534870143025494;1;213;1:213;
cql://data_exploration/hotels_by_city?start=-856035641415262326&end=-672163121130221992;1;0;;
cql://data_exploration/hotels_by_city?start=-8669726518629246302&end=-8478130694386135898;1;0;;
cql://data_exploration/hotels_by_city?start=-8861322342872356707&end=-8669726518629246302;1;0;;
cql://data_exploration/hotels_by_city?start=-9052918167115467111&end=-8861322342872356707;1;0;;
cql://data_exploration/hotels_by_city?start=-9223372036854775808&end=-9052918167115467111;1;0;;
cql://data_exploration/hotels_by_city?start=1031990192989563549&end=1200242534222394333;1;0;;
cql://data_exploration/hotels_by_city?start=1200242534222394333&end=1389794018140535759;1;0;;
cql://data_exploration/hotels_by_city?start=1389794018140535759&end=1579345502058677186;1;0;;
cql://data_exploration/hotels_by_city?start=1579345502058677186&end=1768896985976818612;1;0;;
cql://data_exploration/hotels_by_city?start=1768896985976818612&end=1958448469894960039;1;0;;
cql://data_exploration/hotels_by_city?start=1958448469894960039&end=2147999953813101465;1;0;;
cql://data_exploration/hotels_by_city?start=2147999953813101465&end=2337551437731242892;1;0;;
cql://data_exploration/hotels_by_city?start=2337551437731242892&end=2527102921649384319;1;0;;
cql://data_exploration/hotels_by_city?start=2527102921649384319&end=2712577842630692901;1;0;;
cql://data_exploration/hotels_by_city?start=2712577842630692901&end=2898052763612001483;1;0;;
cql://data_exploration/hotels_by_city?start=287469975124400496&end=491477742824151239;1;0;;
cql://data_exploration/hotels_by_city?start=2898052763612001483&end=3044582243525189575;1;0;;
cql://data_exploration/hotels_by_city?start=3044582243525189575&end=3191111723438377667;1;0;;
cql://data_exploration/hotels_by_city?start=3191111723438377667&end=3447827106338352579;1;0;;
cql://data_exploration/hotels_by_city?start=3447827106338352579&end=3649723591393094163;1;0;;
cql://data_exploration/hotels_by_city?start=3649723591393094163&end=3851620076447835748;1;0;;
cql://data_exploration/hotels_by_city?start=3851620076447835748&end=4053516561502577333;1;0;;
cql://data_exploration/hotels_by_city?start=4053516561502577333&end=4255413046557318918;1;0;;
cql://data_exploration/hotels_by_city?start=4255413046557318918&end=4457309531612060503;1;263;1:263;
cql://data_exploration/hotels_by_city?start=4457309531612060503&end=4633968676071271345;1;0;;
cql://data_exploration/hotels_by_city?start=4633968676071271345&end=4822688948201758305;1;0;;
cql://data_exploration/hotels_by_city?start=4822688948201758305&end=5011409220332245266;1;0;;
